game,authorChannelId,community_id,weighted_degree,in_degree,out_degree,pagerank,betweenness,centrality_group
BanG Dream,UCzxs-3cvvqWDX_3hXuaoXTg,8,2.0,0.0,2.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC--i1tr2xp7DUN_YdC4O9iA,1,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-2KIFVlXlZkM6_whR4U92Q,8,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-7GRJOqhWbxI79EKXaRVIg,47,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-80W8JhB21JdrhMrgUIBNw,23,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-8FdI6BVrCwdohAHZLITow,4,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-EXECTxpkOiDvsmOTC-Kqw,21,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-JUd1PtR69LUuxr10pHPjA,43,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-KQYUuD2e_yWK7hOnYp8Ug,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-KaBRKcbayvY_qe09k7tNA,6,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-LEmIG-Pis0SoENKCszUmQ,56,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-MbeqVVdhtBj2jNzfrEx4Q,4,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-NX2p0RLXQUAFJUj6L6JKw,8,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-Q1OUboEKyyo6-mnNPPK6A,27,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-VD2FHa0aMTaVYYj6CDjOw,18,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-XQ4RHvp35yGrSu0W_RQBw,117,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-YlLJOzgWDr9AqgQtTfhHg,11,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-ZSPF_fqGEKM1FL-1oksow,18,4.0,0.0,4.0,0.0002349610548163819,0.001204744827338259,High centrality
BanG Dream,UC-anzgjOjm2BvJSP0w9BsKg,118,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-bmxC6LMC8vkCq5t170zoA,119,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-byi7sPDtaN8wFwa2dBSDA,76,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-c6BRmg6x-sTLMsCEC033w,14,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-cbKcMeGGAQ8oh8sTOFrMQ,120,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-gF7j8XZj0ZT43ENlq3oww,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-mfOcn_sPsXmbj4U489U9Q,14,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-mwaskKqwPBJRQdpSRb3lA,1,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-o_xE_hrRE_W0_2zjlJlrA,14,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC-xibt7lhu_EFij4lKHrrfQ,6,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC0EUQVto8GWmz1KrG1x9IYw,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC0RTkDnOTIl3qIyNxYUGVog,1,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC0TxaL9RIY_RuybZPFHnbxQ,10,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC0U3j6SkGjbG8rAjqMJVehQ,22,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC0ebPs8_noWjVeT_8XpP7Og,121,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC0hylT0Em0V63JvPFfV3u1A,11,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC0ki6Q94gSWaCiEWto_Obfw,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC0raDxc7s0o1_ostREqdR4Q,77,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC0wFpGjzLrFnaETQrrzmL2A,5,3.0,0.0,3.0,0.0002349610548163819,0.0027275896265137487,Peripheral
BanG Dream,UC0zQqMW0GHKHTj_RjnbKFAg,122,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC12DNETY4P2cFE-61vFJNig,78,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC195nN2De01rIG8tI10gj_g,79,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1AepqFXSyDjjrh4MTbC1Bw,40,2.0,0.0,2.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1H_VKHC5Q9nMUyCpY6rLnw,123,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1Le_Y-8wg4ApcAZF6fbqFw,29,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1NBXySzViG56L7pGSeJKvQ,14,2.0,0.0,2.0,0.0002349610548163819,0.02182473381669168,Peripheral
BanG Dream,UC1PPRkBycBS8l8ThqL8q7GQ,22,6.0,0.0,6.0,0.0002349610548163819,0.004410216427551119,High centrality
BanG Dream,UC1UmAtriIvqklnsopLU791A,16,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1VbrtGfUYpReXjxDZbJ6Xw,32,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1XCelXecojZCZB3Sal1qJg,30,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1b8hAb3GIjQ9C2E9F1BGIQ,3,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1ql5TwWXPmCLMKxfHnjNrw,7,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1rgjfmAawItIw2pRIFCLkg,6,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1simsIeEPfL0p4TGnRD9Hg,70,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1srQMYiaaVrY4WhTvNMMjQ,16,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC1y4_QXhVY70-k5icMlo-dg,99,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC20TLN4JGOexuCECf1thJSw,124,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC20W6PzzcdgpZtqSx0O-AbQ,125,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC23znKdsMwTPKkjBEMgFgBQ,57,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC24_098lTYBWdJ_bt__bzTQ,35,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC28240mYcjSm7aqC2rH7mpA,6,3.0,0.0,3.0,0.0002349610548163819,0.004378601988171638,Peripheral
BanG Dream,UC2BlEv5dcImrLvZkx6WLzDg,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2HzkNTlLmicmo-kMwpcJgw,126,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2IQfpGWOgvI2PeeZF896rQ,34,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2JIleqf0kLJzJHx0sbeVEg,1,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2LzyT3R_WZKHBkJJDMJp9A,19,2.0,0.0,2.0,0.0002349610548163819,0.00027935069837674596,Peripheral
BanG Dream,UC2PzPejnT5YWzADvk7yobBg,19,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2Tnl-d9e3M05t9z_cjs5HA,36,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2W7Jt8ZbmtN7vvH6u3azhA,10,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2cI-YQrrBSHeh5FZt4niwQ,17,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2dDI1_PtFfAl9x6H05HPdA,10,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2drclmwv3FnGGPQvHJ6KhQ,127,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2ds75ZbG899IAZYBA4PAWg,15,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2ezoiRo8BSpyfi_UzuNGpw,4,2.0,0.0,2.0,0.0002349610548163819,0.0002623571638294176,Peripheral
BanG Dream,UC2irsCj7ijicMcWG-7uunSA,15,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2l498LVfATj9o3uBZIACuQ,1,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2lz6DwTZKy8Lam7Lb8iIBg,25,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2mLvA2gLR88zOHyrx_0AQQ,5,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2mRieT780u5bUlWmPNgzAw,44,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2mXWv-IBaPGRaucsxiu4hQ,5,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2mZ0H-U78DRtSGZfhKOfpA,20,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC2rw5kWwr3zp_BxfWrVJXQQ,100,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC32KV3oarqxT2_YKp9_hjOQ,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC32bBi2wAqW-vdFK_NExs6Q,80,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC35VNGGiSKp3SJUpCXPWhww,87,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC382UlQV6FbtSrXlxTr4mvQ,17,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC39mA3ZAAE6DOIbV7VvugkA,13,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3Cj3GJGAVXTfeSxf9VgJ5Q,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3DX0iGcDSpUSrwLORdLSlw,31,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3FUTimJ_jhqQOHD54--sMg,10,2.0,0.0,2.0,0.0002349610548163819,0.00027935069837674596,Peripheral
BanG Dream,UC3HTMyXeCdV6HiDfkEDDwjQ,11,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3JgkeG0B_Z0K0ZD20rg1kA,5,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3OmuFgtNkcmtriLZwFVpGA,7,2.0,0.0,2.0,0.0002349610548163819,5.8984522461306155e-05,Peripheral
BanG Dream,UC3PVN8AbK5OpL-s10B-0G9w,128,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3SvVuiutHlOVh5U5FmcTfQ,9,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3YEil4Yo3wJz1pJ1nbh3zg,41,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3_TI80z7ozgQpcIYjG38Dw,81,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3_smI63zro_KzoNqrV09yQ,4,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3cOEfNV7byLV8jnz4vwnQQ,14,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3fne4m2g-g2pngx2Pz_7Dw,38,3.0,0.0,3.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3iYx6g4Go_cgSajQNA4QTA,3,2.0,0.0,2.0,0.0002349610548163819,0.0005582405350213816,Peripheral
BanG Dream,UC3pev5ych9F9IpK8hkDeW8w,11,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3siFBYTR9bGq2qc-4VoBmQ,129,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3tjX1ksiayagn5UiKmkVaw,42,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3uo_aDpyx6xL0oovHYwJog,17,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC3yLb7dzxMhx_m1RhFRTwbQ,58,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC40CvI7ZhoRi_nWcIVpwoYg,1,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC47HfkjvX0ymnIhvdD0DVDg,25,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC4L7gjKQHcoCHnTeM1Ud1jg,25,2.0,0.0,2.0,0.0002349610548163819,0.00027935069837674596,Peripheral
BanG Dream,UC4OgwnE7xLFwGFMLpxsWXiQ,82,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC4PyeppO7o3K6BJkJkI0UNQ,130,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC4Tn2DZ_DqEpzJkEFvhpG8A,12,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC4aC7YkProfD4GHtlzYAQ_w,24,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC4bmIMOsbcwW2kWEVby_lDg,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC4ecun8hYCZxYpmpyi3aBEw,7,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC4f00v8T4E7CVoacON1GNqA,19,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC4lPd9xRg7hlA696usCaprw,4,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC4rDb_zN-U2vlNeCcW9yfPA,8,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC4yGnuKbxx1mfrcCT2OhScA,9,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC55TnpUpUUK8eiwKoKMy64w,131,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC56KBQe0EGynES0AtG9hNjw,4,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC56vmUR6vwY1JfkxeK2Mclw,1,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC58PcdMtZQm8WmBzVkBnVug,17,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC59WpBR84Qe9xFgUh-OWW0w,5,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5Agc-I3jRLEPjNZOD9zhZA,16,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5BSH6Af4AWWQZMjBsflD3Q,49,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5CJSeRFIMNiPsldeDxLXOg,4,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5F6OSIaBfx2V07GYYXfSPw,12,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5P_8HNgAAI1kNXQoKpbs-A,6,3.0,0.0,3.0,0.0002349610548163819,0.008022195339579255,Peripheral
BanG Dream,UC5RNdDkdufyC-7-FtzaUSuw,11,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5TuJrsTe_15EODVM2wWjMw,83,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5UBR_I92kNGJyDIqL95D8A,15,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5clRhq5jyQOQfisXSAoQCw,18,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5erqbFkBC5fnlsncA1b92g,19,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5fWRZtAYBAz-TqG9gH1uAg,132,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5fwLpiGg_lc2VhoVPaAYLg,11,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5gUx_6rYw5NYAMZXBR_GmQ,7,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5h9n-iFz9u21KHxBeuXW0w,10,2.0,0.0,2.0,0.0002349610548163819,0.003922234805587014,Peripheral
BanG Dream,UC5hXJGWdwsNC4XwrXSB2gqQ,133,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5lXRsE_WDQAsP5UhUY_l9Q,7,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5sN_ykzi7aGYU-sgcjuE1Q,1,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5uMcBtxVntmRZIoMTjISRg,24,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC5xqIkUZgXeMt4bGO6FNNYA,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6-R_IwJqE8xSYY8c5dHR9w,134,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6-uVi5Mtk6FlHfiq5Vl7Lw,16,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC60bcNkxy1CNTF8vcrqjyuw,19,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC681Hc8lxrqjrYkYCSQ9Xdg,11,2.0,0.0,2.0,0.0002349610548163819,0.010277244889291534,Peripheral
BanG Dream,UC6AKM90uinIxwo6JA_ga_ig,135,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6B4kVmrEr7TantZbMcgDag,6,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6BNzMQalFNf0MDzVcsV-Tg,136,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6HXpYz7oRhESXf3wKr6RIg,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6LgidNx1JTrkL4mFe5Asmg,7,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6M3t71z7fq0jw6hQC_qPLg,137,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6SJ9lzvxKtfRbXbmE5Culg,10,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6ST-VGo_0VqrQqajQGYKAg,22,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6XuZ1BhNXfpL1ADdKZQDtQ,84,2.0,0.0,2.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6ZzyXqt_RBhuUmjYb5JcuQ,138,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6duqm4ROrEUF8KEPPG5MiA,15,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6edxuxTlNVtDYZqxVVKWmQ,0,3.0,0.0,3.0,0.0002349610548163819,0.0005587013967534919,Peripheral
BanG Dream,UC6oBYAeKYs2SPngdGKhTZ8A,32,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC6tKyfSRxKxauKoDMmzEzZA,15,2.0,0.0,2.0,0.0002349610548163819,0.0016753658761020037,Peripheral
BanG Dream,UC6wrtAm9rSyLBRVgLWXDoxg,45,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC70bOaVVnCjU7YkQClLbNmw,5,3.0,0.0,3.0,0.0002349610548163819,0.0019987658115342695,Peripheral
BanG Dream,UC715qf9rb9cGMv4nygOG0rA,0,5.0,0.0,5.0,0.0002349610548163819,0.006719924914856966,High centrality
BanG Dream,UC71rRypKZX6N79sFEGIBHlQ,6,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7BHA4vtRGh9_uJ1NVWONiw,139,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7E1rElH9zDAP4LTB_Iw4Qg,26,2.0,0.0,2.0,0.0002349610548163819,0.00027935069837674596,Peripheral
BanG Dream,UC7EbJWmCyIEAW2Pj8MaKY3A,5,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7EkBjKkz5LvMmd_WUr932A,7,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7NR5TuqLwZHMXXUCblGQTQ,16,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7Nxe4o9XwhN28TME5bfG6Q,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7OXIw68wfueiafekNlEtWQ,2,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7PEw6OW99qfE7wJQQTHanw,17,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7QTOt9KVKw37E-eAbTXumg,1,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7ToVCtVc4xeh08MRZLF68A,10,3.0,0.0,3.0,0.0002349610548163819,0.0005587013967534919,Peripheral
BanG Dream,UC7Wqip91uXmetN5tuK0Tt2Q,4,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7Y3yTTr1X83t8uGhJNRILA,17,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7YH8C3PmHCaP7pLyKcMx0w,35,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7gVege25VOsozv7W8uwRQQ,26,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7jqhvBK9nQAxER-ixlwpRQ,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7mb7mqhMFu9iDjfZqGZu5w,46,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7rzlko6nLpXUeioSLFzQFw,28,2.0,0.0,2.0,0.0002349610548163819,0.0006167331787377087,Peripheral
BanG Dream,UC7uNQ-NvWqgsgvQz_n8FRZw,28,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7uquQzUIruHDQOW7b1CYFA,140,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7vOSXhyKI0LLdE3BSmXAdw,11,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7vuqOTY09EkM9eHiddBwfQ,16,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC7zIjU3VznX-itiGMK_i6zg,11,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC83NiF5z_WB7-zV434HeUoA,7,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC84anwvyGbrSU4NQKec7lXg,5,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8BQdYCx0RUMpuO5VMn_Ysw,28,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8Jy0qrM4DmJxXfFMNK8I4w,6,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8QwxH03pzvqHhq1JnmpaTg,65,2.0,0.0,2.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8U4DSGjnXqCt77h4W_i2mg,141,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8VOVm6GKKlUqzpsMQ1cL4w,62,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8Vw7wlPZjxB-jUsQgf0lHQ,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8Wk_jenyNtSyrhfVVxPCSw,13,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8cf0QRqO7rSe-LDDQigpfw,2,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8fpYXtSYFaXX3k4_9V6cXQ,3,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8j4J136etuUlH-HqYlCrDg,16,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8lYwGFEhTkfK9--oobzpeA,18,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8rm04QaTpeP0nZfIU1AJJg,142,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8s-o4flhJF92uza6j1Lspg,59,3.0,0.0,3.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC8xkMATdW8R5nSmtA7n1rfQ,7,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC92YIbWykK0GJMqFuHBC0RA,0,2.0,0.0,2.0,0.0002349610548163819,0.00027935069837674596,Peripheral
BanG Dream,UC94fV061_Ax3zcgR86ulJ0g,143,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC99bM82ntOWC2cCqWHYFOxw,2,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC9ApVAmgJzcAHkA0zWb-_9Q,8,2.0,0.0,2.0,0.0002349610548163819,0.00026487982886623886,Peripheral
BanG Dream,UC9AzspGFQfnTvyDVtbR_CDQ,1,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC9BNIcxmQrdT0hhrc8f6h9w,17,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC9G9wW8nGyRTi27EZU9DeRQ,0,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC9GJb425bDf44mNkduFD8xA,26,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC9IZ-REpOqb7-2Qsx03c1ww,15,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC9M9VyCCycvuYxmOl163twg,6,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
BanG Dream,UC9NkICZzFefpxTuRT52e2ZA,8,1.0,0.0,1.0,0.0002349610548163819,0.0,Peripheral
